,stimulus,trial_name,task_type,correct_answer,lang,set_name
240,"In competitive sports, doping is the use of banned performance-enhancing drugs by athletic competitors. The term doping is widely used by organizations which regulate sporting competitions. The use of drugs to enhance performance is largely considered unethical, and is therefore prohibited by most international sports organizations, including the International Olympic Committee. Furthermore, athletes who take explicit measures to evade detection exacerbate the ethical violation with overt deception and cheating. Despite its prevalence in the headlines recently, doping is not a new phenomenon; in fact, it is as old as sport itself. From the use of substances in ancient chariot races to more recent controversies in baseball and cycling, popular views among athletes have varied widely over the years. In recent decades, authorities and sporting organizations have tried to strictly regulate the use of drugs in sport. The primary reasons for this ban are the health risks of performance-enhancing drugs, the equality of opportunity for athletes, and the positive example to the public set by drug-free sport. Anti-doping authorities have repeatedly emphasized that using performance-enhancing drugs goes against the 'spirit of sport'.",meco_para_3,NR,,EN,mturk_EN_v08
241,Was the use of doping first observed in ancient wrestling competitions?,meco_para_3_qa_3,NR,False,EN,mturk_EN_v08
242,"Throughout its existence, Warsaw has been a multi-cultural city. According to the 1901 census, out of 711,988 inhabitants 56.2% were Catholics, 35.7% Jews, 5% Greek orthodox Christians and 2.8% Protestants. Eight years later, in 1909, there were 281,754 Jews (36.9%), 18,189 Protestants (2.4%) and 2,818 Mariavites (0.4%). This led to construction of hundreds of places of religious worship in all parts of the town. Most of them were destroyed in the aftermath of the Warsaw Uprising of 1944. After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt.",a_Warsaw_2,NR,,EN,mturk_EN_v08
243,"Of Warsaw's inhabitants in 1901, what percentage was Catholic?",a_Warsaw_2_qa_2,NR,56.2%,EN,mturk_EN_v08
244,"When Sky Digital was launched in 1998 the new service used the Astra 2A satellite which was located at the 28.5°E orbital position, unlike the analogue service which was broadcast from 19.2°E. This was subsequently followed by more Astra satellites as well as Eutelsat's Eurobird 1 (now Eutelsat 33C) at 28.5°E), enabled the company to launch a new all-digital service, Sky, with the potential to carry hundreds of television and radio channels. The old position was shared with broadcasters from several European countries, while the new position at 28.5°E came to be used almost exclusively for channels that broadcast to the United Kingdom.",a_SkyUnitedKingdom_1,NR,,EN,mturk_EN_v08
245,When was Sky Digital launched?,a_SkyUnitedKingdom_1_qa_0,NR,1998,EN,mturk_EN_v08
246,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twice as well. Polonia's home venue is located at Konwiktorska Street, a ten-minute walk north from the Old Town. Polonia was relegated from the country's top flight in 2013 because of their disastrous financial situation. They are now playing in the 4th league (5th tier in Poland) -the bottom professional league in the National – Polish Football Association (PZPN) structure.",a_Warsaw_1,NR,,EN,mturk_EN_v08
247,Where is Polonia's home venue located?,a_Warsaw_1_qa_3,NR,Konwiktorska Street,EN,mturk_EN_v08
248,"Ranging from about 1 millimeter (0.039 in) to 1.5 meters (4.9 ft) in size, ctenophores are the largest non-colonial animals that use cilia (""hairs"") as their main method of locomotion. Most species have eight strips, called comb rows, that run the length of their bodies and bear comb-like bands of cilia, called ""ctenes,"" stacked along the comb rows so that when the cilia beat, those of each comb touch the comb below. The name ""ctenophora"" means ""comb-bearing"", from the Greek κτείς (stem-form κτεν-) meaning ""comb"" and the Greek suffix -φορος meaning ""carrying"".",a_Ctenophora_2,NR,,EN,mturk_EN_v08
249,Comb like bands of cilia are called what?,a_Ctenophora_2_qa_2,NR,ctenes,EN,mturk_EN_v08
250,"Endosymbiotic gene transfer is how we know about the lost chloroplasts in many chromalveolate lineages. Even if a chloroplast is eventually lost, the genes it donated to the former host's nucleus persist, providing evidence for the lost chloroplast's existence. For example, while diatoms (a heterokontophyte) now have a red algal derived chloroplast, the presence of many green algal genes in the diatom nucleus provide evidence that the diatom ancestor (probably the ancestor of all chromalveolates too) had a green algal derived chloroplast at some point, which was subsequently replaced by the red chloroplast.",a_Chloroplast_3,IS,,EN,mturk_EN_v08
251,What kind of chloroplasts did diatoms have but lost?,q_after_a_Chloroplast_3_qa_3,IS,green algal derived chloroplast,EN,mturk_EN_v08
252,"Computational complexity theory is a branch of the theory of computation in theoretical computer science that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other. A computational problem is understood to be a task that is in principle amenable to being solved by a computer, which is equivalent to stating that the problem may be solved by mechanical application of mathematical steps, such as an algorithm.",a_Computationalcomplexitytheory_0,IS,,EN,mturk_EN_v08
253,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,q_after_a_Computationalcomplexitytheory_0_qa_0,IS,Computational complexity theory,EN,mturk_EN_v08
254,"The Standard Industrial Classification and the newer North American Industry Classification System have a classification system for companies that perform or otherwise engage in construction. To recognize the differences of companies in this sector, it is divided into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors. There are also categories for construction service firms (e.g., engineering, architecture) and construction managers (firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project).",a_Construction_2,IS,,EN,mturk_EN_v08
255,What are construction managers?,q_after_a_Construction_2_qa_3,IS,firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project,EN,mturk_EN_v08
256,"The historian Frederick W. Mote wrote that the usage of the term ""social classes"" for this system was misleading and that the position of people within the four-class system was not an indication of their actual social power and wealth, but just entailed ""degrees of privilege"" to which they were entitled institutionally and legally, so a person's standing within the classes was not a guarantee of their standing, since there were rich and well socially standing Chinese while there were less rich Mongol and Semu than there were Mongol and Semu who lived in poverty and were ill treated.",a_Yuandynasty_4,IS,,EN,mturk_EN_v08
